date,AUD Sovereign,USD Sovereign,GBP Sovereign,EUR Sovereign,NZD Sovereign,CAD Sovereign,IG Credit,Corporate Credit,CLO AAA,ABS,RMBS,CMBS,Cash,High Yield,CLO BBB,Private Credit,Infra Debt,Infra Equity,Listed Equities,Unlisted Property,Gold
2000-01-31,0.012791310055304383,0.025394373950345647,-0.008846653455120973,-0.016111203904388957,0.008420833591733717,-0.006087398040823727,0.010060557259209648,0.002502812219236447,0.005517072963496103,0.0096369577793596,0.01369081370412585,0.016737343117734248,0.004342523693786161,0.025280228497565796,0.00753827329063311,0.02913081221429693,0.01253139996920738,0.024656429180072596,0.028893073108338146,0.0275572952493919,-0.036157145504957015
2000-02-29,0.002595582681509042,0.0027598893532576785,0.013712036083219675,-0.006505531386496696,0.009388800156370006,0.0072555841063525,-0.0004657907098815587,0.057317668326236346,0.006782298160979612,0.0017969439571860167,0.010578110345923026,0.00788833166368915,0.00019478721258529624,0.03332037324531821,0.030325877520551513,0.0351366333976675,0.01879015352595141,0.0475281174519631,0.09843304068017278,0.0527014554263702,0.05401046733022525
2000-03-31,-0.007454063080200302,0.021712259388837793,0.007544310980640732,0.01735705271443708,0.012161319384557761,0.009436165181437783,0.027198720865125495,0.0264504034216167,0.01147371574972346,0.005748758165505204,0.012041710248896513,0.023986570099375867,0.004710743436440183,0.0821266251065508,0.05607972621737673,0.04242883665790341,0.02886590394983049,0.07996560753717287,0.04744263168019281,0.03669974907829455,0.0015695409665527813
2000-04-30,0.032249769205554286,0.0218166742102415,0.023903948522524462,0.015978451120427176,0.0014042824056446227,0.005284762017840254,0.012707107834732174,0.016032381525087853,0.004860567078418788,0.010442672160715621,0.008858459423995444,0.011585111071134378,0.0038364716171879524,0.026078912771472174,-0.010540902961553637,-0.0005557185249725352,0.02836836322444642,-0.014365130643976199,-0.018210294544644245,0.013028412563004261,0.09503097732191675
2000-05-31,0.0009679896693301797,0.0076894485714803455,0.007212450747214886,0.004782463985287862,0.0185254191075878,0.005829449765126633,0.014627554896339663,0.006102318564231988,0.011546519268018599,0.01662341541850445,0.008157504291640666,0.01983539472582745,0.0028501026178750217,0.021781878842527354,0.03238517585616347,0.024566526692817364,0.031162724767809832,0.01956088518392086,0.021659942783381854,0.0378901718637376,0.040867919805882745
2000-06-30,0.016818483341621573,0.017615958988274734,0.024081811742234734,0.027259356504570405,0.005304606607816811,0.03168056625941395,-0.005600657061017505,0.005890805202951661,0.005775057680568294,0.002937072710098582,0.004678085773120965,0.020154576886059136,0.0029319688809055226,0.0388277510666394,0.009235641842747189,0.022396980599434107,0.0175919777589669,0.004243811895591659,0.014142262009429835,0.018179254106054903,0.049296745333653934
2000-07-31,0.0074178596192226035,0.006289379260933431,-0.00369086692021663,-0.0070242276574017486,-0.005439357978744546,-0.004921503061721769,-0.0005149513407213101,-0.007925399651961474,0.004989777684774747,0.004445959190456427,0.008752819684301676,0.011701324321108295,0.006320147506170425,0.015014258677214322,0.010593787993212887,0.014029158144442583,0.007736401143337541,-0.006290439168315129,-0.015957656593697172,0.009530616660529397,-0.049572266544002264
2000-08-31,0.008918965784671606,-0.018011152855222257,-0.00996063108564969,-0.005034737100458278,-0.009439978505322019,-0.015931879103527193,-0.0037941081570344497,0.025705463697110045,0.005173155725238616,0.008799090846331278,0.006314179163919206,0.023154811080843194,0.005666226909501307,0.04412271381848214,0.022428614355739878,0.0031743978953893935,0.00945669018291043,0.08665645212727799,0.08575176943973277,0.010547189722794057,0.009244332264913748
2000-09-30,0.005415668150993357,0.02600962036958014,0.021550522598694055,0.005096342419356421,0.008236925546080458,0.007890560690571497,0.005611787028787903,-0.0027452133776594834,0.009473178446574384,-0.0013872508856252195,0.017145782912651057,0.015933612149180945,0.006578613820766672,-0.003766734782997037,0.002562902046555445,0.001996265499772991,0.006726714376546813,-0.03776245780075253,-0.04559398942435982,0.007576796105962362,0.06768891333433061
2000-10-31,0.021429605475559242,-0.0035576467521840197,0.01582251864743269,0.002365060506441402,0.016985821267406657,0.003970626727059553,0.006253339590345113,0.031967801829869955,0.009409518770207178,0.00962920234712802,0.010224997651929225,0.011002009686616996,0.0016184341295793566,0.016706639064886477,0.038188780506422826,0.027555957411039948,0.03471716721159999,0.0454748299349695,0.0407545093079454,0.04762405090333108,-0.020820254190028916
